theta,p_recover,Eh_peak,El_peak
0.05,0.7000000000000001,0.008847810148003999,0.0032392870560281183
0.05,0.75,0.00898788246319711,0.003302709901569329
0.05,0.8,0.009128200598170155,0.0033664959439023527
0.05,0.8500000000000001,0.009268922192909753,0.0034306424091243015
0.05,0.9,0.009410640201477088,0.0034951290147594905
0.05,0.9500000000000001,0.009552668059430584,0.0035600832704353633
0.05,1.0,0.009695028624124058,0.003625409523802952
0.1,0.0,0.004461030128201273,0.0013540238482257323
0.1,0.05,0.0046946231777194635,0.0014476407739450578
0.1,0.1,0.004931827737186677,0.0015437445609906306
0.1,0.15000000000000002,0.005172652663172734,0.0016422825958379576
0.1,0.2,0.005416759074149659,0.001743185801954859
0.1,0.25,0.005664135138719957,0.0018463857496333867
0.1,0.30000000000000004,0.005914529421482904,0.0019518024931348766
0.1,0.35000000000000003,0.0061681530670400836,0.0020593417394507243
0.1,0.4,0.00642462285919196,0.0021688958861147264
0.1,0.45,0.0066838378491853164,0.0022806003447081043
0.1,0.5,0.006945660175980825,0.0023941087257434842
0.1,0.55,0.007210440916293986,0.0025096796851132967
0.1,0.6000000000000001,0.007477480601838653,0.0026269756705258737
0.1,0.65,0.007746902667391182,0.002746007843309735
0.1,0.7000000000000001,0.008018715973053538,0.002866879347227232
0.1,0.75,0.008292980451439594,0.002989428923565902
0.1,0.8,0.00856945725091591,0.003113576991194248
0.1,0.8500000000000001,0.00884780871014511,0.0032392869210463647
0.1,0.9,0.009128196816842807,0.003366509804236255
0.1,0.9500000000000001,0.009410649655352231,0.003495138747404178
0.1,1.0,0.009695028632012014,0.0036254229124361476
0.15000000000000002,0.0,0.002358077517088551,0.0005764696773567108
0.15000000000000002,0.05,0.0026428393066395897,0.0006724526080354198
0.15000000000000002,0.1,0.0029395420207573406,0.0007764218997437385
0.15000000000000002,0.15000000000000002,0.003247352216683321,0.0008878588392657594
0.15000000000000002,0.2,0.0035656330562112756,0.001006344438935736
0.15000000000000002,0.25,0.0038937594722170095,0.0011315051480941256
0.15000000000000002,0.30000000000000004,0.004231142012724646,0.0012629951849823387
0.15000000000000002,0.35000000000000003,0.004577322717315785,0.0014004988752323805
0.15000000000000002,0.4,0.004931836667976152,0.0015437456941764871
0.15000000000000002,0.45,0.005294228966945359,0.0016924776174755388
0.15000000000000002,0.5,0.005664129139213799,0.0018463833722181845
0.15000000000000002,0.55,0.006040993695437018,0.0020052516580763456
0.15000000000000002,0.6000000000000001,0.00642460877152408,0.0021688943547820676
0.15000000000000002,0.65,0.006814436143387628,0.002337126394801191
0.15000000000000002,0.7000000000000001,0.007210434307128839,0.002509671976928323
0.15000000000000002,0.75,0.007612014349678746,0.002686279626387063
0.15000000000000002,0.8,0.008018728232095797,0.0028668866403708387
0.15000000000000002,0.8500000000000001,0.008430936954962491,0.003051305292389147
0.15000000000000002,0.9,0.008847812653699015,0.0032392887928543923
0.15000000000000002,0.9500000000000001,0.009268928230784396,0.0034306468126094366
0.15000000000000002,1.0,0.009695020511929848,0.003625414411518488
0.2,0.0,0.0005673771993672721,0.00023277972812995202
0.2,0.05,0.0008504294522953304,0.0002447114348229285
0.2,0.1,0.0012037609407350395,0.00029014972099459163
0.2,0.15000000000000002,0.0015999924973832238,0.0003652134433544675
0.2,0.2,0.001993722424013211,0.00046204181659340537
0.2,0.25,0.0023580783658065404,0.0005764691697812303
0.2,0.30000000000000004,0.0027404495363195255,0.0007062478074671255
0.2,0.35000000000000003,0.0031435600377854827,0.0008499152243051452
0.2,0.4,0.0035656361045683757,0.0010063434071464331
0.2,0.45,0.004005230867307427,0.0011746445846075244
0.2,0.5,0.004461018635982269,0.0013540268997021526
0.2,0.55,0.004931836871593284,0.0015437455900560793
0.2,0.6000000000000001,0.00541677268355826,0.0017431868572111702
0.2,0.65,0.005914527701585069,0.0019517959363364232
0.2,0.7000000000000001,0.006424610334806441,0.0021688934823151937
0.2,0.75,0.0069456599972382484,0.0023941106802668585
0.2,0.8,0.007477485712058676,0.0026269892858659855
0.2,0.8500000000000001,0.008018732885243051,0.0028668838139539535
0.2,0.9,0.008569462815561932,0.0031135790464220446
0.2,0.9500000000000001,0.009128193721105004,0.003366502438050476
0.2,1.0,0.00969501895709179,0.0036254117856283304
0.25,0.0,0.00023784653803888298,0.00022225912640374754
0.25,0.05,0.00024094799499746022,0.0002242360111708068
0.25,0.1,0.00024519308966730087,0.00022663811331089765
0.25,0.15000000000000002,0.0003195250520203314,0.00022931987071142488
0.25,0.2,0.0005673777161877056,0.000232779728129952
0.25,0.25,0.0009328596736812231,0.0002527812271425665
0.25,0.30000000000000004,0.0013990570452382157,0.00032457140866108545
0.25,0.35000000000000003,0.0018982991051626355,0.0004360680072176797
0.25,0.4,0.0023580788004387257,0.000576469939753088
0.25,0.45,0.002839346961630596,0.0007409092125916566
0.25,0.5,0.00335230375317092,0.0009265972396749522
0.25,0.55,0.00389377708074631,0.0011314933980845453
0.25,0.6000000000000001,0.004461034177355061,0.0013540275905614952
0.25,0.65,0.005051825978105661,0.0015927382019443985
0.25,0.7000000000000001,0.005664135111344149,0.0018463841103019813
0.25,0.75,0.006296026901916086,0.002113890298006828
0.25,0.8,0.006945665121982622,0.002394103024955641
0.25,0.8500000000000001,0.007612019975876314,0.0026862697407193468
0.25,0.9,0.008292976076700037,0.0029894279196805403
0.25,0.9500000000000001,0.008987888575447826,0.0033027074804710403
0.25,1.0,0.009695029820616952,0.0036254118570992096
0.30000000000000004,0.0,0.000228704765909841,0.00021542438011938798
0.30000000000000004,0.05,0.00023102887287524405,0.0002172841797024784
0.30000000000000004,0.1,0.00023375915954705812,0.0002191545269156426
0.30000000000000004,0.15000000000000002,0.0002367322689676603,0.00022147170535427436
0.30000000000000004,0.2,0.00024028641582596525,0.00022383963523432134
0.30000000000000004,0.25,0.00024519308966730065,0.0002266381133108977
0.30000000000000004,0.30000000000000004,0.000360331042714627,0.00022990592216035538
0.30000000000000004,0.35000000000000003,0.0006992988571509572,0.00023536855525150616
0.30000000000000004,0.4,0.0012037595783829054,0.0002901503065568779
0.30000000000000004,0.45,0.0018003552473105458,0.0004112332403918641
0.30000000000000004,0.5,0.0023580952380949385,0.0005764710128778998
0.30000000000000004,0.55,0.002939535395185852,0.0007764233871301884
0.30000000000000004,0.6000000000000001,0.003565633524390018,0.0010063450739732566
0.30000000000000004,0.65,0.004231139266794551,0.0012629952403740378
0.30000000000000004,0.7000000000000001,0.004931827088518697,0.0015437452656181302
0.30000000000000004,0.75,0.005664152169619529,0.0018463851511008572
0.30000000000000004,0.8,0.006424616010885945,0.0021689018705164168
0.30000000000000004,0.8500000000000001,0.007210443906889101,0.002509669106575206
0.30000000000000004,0.9,0.008018736025223397,0.0028668759056415206
0.30000000000000004,0.9500000000000001,0.008847812368612856,0.0032392846347020013
0.30000000000000004,1.0,0.009695032389272919,0.0036254105587876706
0.35000000000000003,0.0,0.00022182045537510897,0.0002099415542025993
0.35000000000000003,0.05,0.0002240506621003279,0.00021157224839489733
0.35000000000000003,0.1,0.00022654889107994773,0.00021357508565853569
0.35000000000000003,0.15000000000000002,0.0002290653874109797,0.00021573361605036953
0.35000000000000003,0.2,0.00023193656412149295,0.00021790645470600852
0.35000000000000003,0.25,0.00023513243602726555,0.00022029410606947097
0.35000000000000003,0.30000000000000004,0.00023896711656127493,0.00022304843524631075
0.35000000000000003,0.35000000000000003,0.0002441386533983865,0.0002261562770321958
0.35000000000000003,0.4,0.0003603309435310851,0.00022990592216035548
0.35000000000000003,0.45,0.0007725136876508928,0.00023893234832137315
0.35000000000000003,0.5,0.0013990614125045655,0.00032456968031696805
0.35000000000000003,0.55,0.002085901228525346,0.0004891064597587534
0.35000000000000003,0.6000000000000001,0.0027404573885923228,0.0007062474603362833
0.35000000000000003,0.65,0.0034583956832724937,0.0009660998163647606
0.35000000000000003,0.7000000000000001,0.004231141127607509,0.0012629950297057809
0.35000000000000003,0.75,0.005051822399982256,0.0015927385347123397
0.35000000000000003,0.8,0.005914530124773577,0.0019518022779154052
0.35000000000000003,0.8500000000000001,0.006814429801999452,0.0023371246856739147
0.35000000000000003,0.9,0.007746890755577404,0.0027459980741146835
0.35000000000000003,0.9500000000000001,0.008708116932129095,0.0031762339206008305
0.35000000000000003,1.0,0.009695034611168616,0.003625423083256673
0.4,0.0,0.00021646052398501962,0.0002053268065420678
0.4,0.05,0.00021859443286133848,0.00020716484309205976
0.4,0.1,0.00022074174941404427,0.00020901335541709164
0.4,0.15000000000000002,0.00022298556106512094,0.00021087238899368592
0.4,0.2,0.0002258332515176293,0.000212960981345624
0.4,0.25,0.0002287047659098411,0.00021542438011938804
0.4,0.30000000000000004,0.00023193656412148837,0.000217906454706017
0.4,0.35000000000000003,0.00023562161410041528,0.00022068616874985496
0.4,0.4,0.00024028641582596512,0.00022383963523432137
0.4,0.45,0.00025163209292719166,0.00022760920677663394
0.4,0.5,0.0005673792525942595,0.00023277972812995188
0.4,0.55,0.0012037684909954084,0.00029014974151843375
0.4,0.6000000000000001,0.001993728072957186,0.0004620404926142215
0.4,0.65,0.002740455254661308,0.0007062481321305037
0.4,0.7000000000000001,0.0035656377153800117,0.0010063303266266447
0.4,0.75,0.0044610344725279005,0.0013540294082077572
0.4,0.8,0.00541676357196244,0.001743184573352848
0.4,0.8500000000000001,0.006424637695345083,0.002168896107959768
0.4,0.9,0.007477484482120249,0.002626972988303382
0.4,0.9500000000000001,0.008569464893334702,0.0031135746033002375
0.4,1.0,0.009695031465112794,0.003625413078759336
0.45,0.0,0.00021126712981704352,0.0002009556379673092
0.45,0.05,0.00021354817543009762,0.00020281652792972614
0.45,0.1,0.00021592913430403408,0.00020486892892488778
0.45,0.15000000000000002,0.000218326962317631,0.0002069345165608739
0.45,0.2,0.00022074174941404665,0.00020901335541709257
0.45,0.25,0.00022334022433390417,0.0002111055102352659
0.45,0.30000000000000004,0.00022654889107997397,0.00021357508565856135
0.45,0.35000000000000003,0.00022978775495441828,0.0002163529641217109
0.45,0.4,0.00023375915954705804,0.0002191545269156426
0.45,0.45,0.00023840503064539184,0.00022265354464147502
0.45,0.5,0.00024519308966730065,0.0002266381133108977
0.45,0.55,0.0005086745537420913,0.0002319725266424401
0.45,0.6000000000000001,0.001203759507668851,0.00029014990359451244
0.45,0.65,0.0020859015159727114,0.0004891063854012691
0.45,0.7000000000000001,0.002939550377958045,0.0007764227249025768
0.45,0.75,0.003893772146904922,0.0011315022876238548
0.45,0.8,0.0049318270957471105,0.001543745400458542
0.45,0.8500000000000001,0.006040993228634328,0.0020052590997371575
0.45,0.9,0.007210449219581907,0.002509674491153945
0.45,0.9500000000000001,0.008430948868113405,0.003051302483488591
0.45,1.0,0.00969502947467767,0.003625413055898908
0.5,0.0,0.00020753548401201302,0.00019773300165919932
0.5,0.05,0.00020939604872253592,0.0001993401914886647
0.5,0.1,0.00021126712981715576,0.0002009556379674163
0.5,0.15000000000000002,0.00021381189616169024,0.00020304392329701418
0.5,0.2,0.0002164605239850196,0.00020532680654206773
0.5,0.25,0.0002191300025565114,0.00020762598729474332
0.5,0.30000000000000004,0.00022182045537510892,0.00020994155420259983
0.5,0.35000000000000003,0.00022511910094414318,0.00021234803802847995
0.5,0.4,0.00022870476590984107,0.000215424380119388
0.5,0.45,0.0002328466581060395,0.0002185299032483113
0.5,0.5,0.00023784653803888487,0.0002222591264037445
0.5,0.55,0.00024519308966729366,0.0002266381133109032
0.5,0.6000000000000001,0.00056737780158172,0.00023277972812995186
0.5,0.65,0.0013990584040298353,0.00032457053682656854
0.5,0.7000000000000001,0.002358086297971257,0.000576469819603039
0.5,0.75,0.0033523085354392372,0.0009265956626928549
0.5,0.8,0.004461034598674782,0.001354027953438407
0.5,0.8500000000000001,0.0056641354982603954,0.0018463844213175641
0.5,0.9,0.0069456680867024875,0.0023941065379617537
0.5,0.9500000000000001,0.008292987727533821,0.0029894184487077916
0.5,1.0,0.009695012138087704,0.003625417990823224
0.55,0.0,0.00020384570370138479,0.0001945432439283508
0.55,0.05,0.00020586992596645246,0.00019629355969351384
0.55,0.1,0.00020790675804132383,0.00019805378086556653
0.55,0.15000000000000002,0.00020995626655821644,0.00019982395680526627
0.55,0.2,0.00021223267663044525,0.00020168197936650442
0.55,0.25,0.00021513361142981103,0.0002041833332620809
0.55,0.30000000000000004,0.00021805970114497584,0.00020670435362481958
0.55,0.35000000000000003,0.00022101110986604344,0.00020924515829946682
0.55,0.4,0.00022440643714721845,0.0002118058654913256
0.55,0.45,0.00022834451888247397,0.00021511543599657754
0.55,0.5,0.00023284665810603946,0.00021852990324831143
0.55,0.55,0.00023840503064539181,0.0002226535446414751
0.55,0.6000000000000001,0.00025163365175178093,0.00022760920677663388
0.55,0.65,0.0007725128326491915,0.00023893141637141118
0.55,0.7000000000000001,0.0018003467214670076,0.0004112339535766178
0.55,0.75,0.002839355999318616,0.0007409081845382238
0.55,0.8,0.004005227465012369,0.0011746463754343792
0.55,0.8500000000000001,0.005294235845065366,0.0016924773248358086
0.55,0.9,0.006683830545185608,0.002280597006087161
0.55,0.9500000000000001,0.008155779104507542,0.002927951779269906
0.55,1.0,0.009695012452386818,0.003625417663427643
0.6000000000000001,0.0,0.00020019738785860658,0.00019138606727845664
0.6000000000000001,0.05,0.00020238142414085808,0.00019327648028319644
0.6000000000000001,0.1,0.00020458032974933742,0.00019517857943194568
0.6000000000000001,0.15000000000000002,0.0002067941915202618,0.00019709242931172246
0.6000000000000001,0.2,0.0002090230960682051,0.00019901809417208506
0.6000000000000001,0.25,0.0002112671298171557,0.00020095563796741628
0.6000000000000001,0.30000000000000004,0.00021433995957834316,0.00020349920039234041
0.6000000000000001,0.35000000000000003,0.00021752580641866726,0.0002062445181834582
0.6000000000000001,0.4,0.00022074174941404427,0.00020901335541709164
0.6000000000000001,0.45,0.00022440643714721848,0.00021180586549132563
0.6000000000000001,0.5,0.00022870476590984104,0.00021542438011938804
0.6000000000000001,0.55,0.0002337591595470538,0.00021915452691565008
0.6000000000000001,0.6000000000000001,0.0002402864158259515,0.0002238396352343242
0.6000000000000001,0.65,0.000360331613089775,0.0002299059221603727
0.6000000000000001,0.7000000000000001,0.0012037609152536404,0.0002901472096939781
0.6000000000000001,0.75,0.0023580894688111143,0.0005764708202780122
0.6000000000000001,0.8,0.0035656394054158387,0.0010063423920023452
0.6000000000000001,0.8500000000000001,0.004931825351712816,0.0015437434599683132
0.6000000000000001,0.9,0.006424599888773691,0.0021688935739137146
0.6000000000000001,0.9500000000000001,0.00801872239098447,0.0028668780158076315
0.6000000000000001,1.0,0.009695014047848902,0.0036254169000324073
0.65,0.0,0.00019659013366946405,0.0001882611714881775
0.65,0.05,0.00019893019881116002,0.0001902886972667138
0.65,0.1,0.0002012875527705371,0.00019232981706374274
0.65,0.15000000000000002,0.00020366230646837435,0.00019438461377852649
0.65,0.2,0.00020605457044996594,0.00019645316974250027
0.65,0.25,0.0002084644549414067,0.00019853556680021333
0.65,0.30000000000000004,0.00021089206989057912,0.00020063188636921235
0.65,0.35000000000000003,0.00021407582417017561,0.00020327148075512385
0.65,0.4,0.0002175258064186673,0.0002062445181834581
0.65,0.45,0.00022101110986604355,0.00020924515829946687
0.65,0.5,0.00022511910094411372,0.00021234803802845133
0.65,0.55,0.00022978775495441811,0.00021635296412171088
0.65,0.6000000000000001,0.00023562161410041536,0.00022068616874985504
0.65,0.65,0.00024413865339837558,0.00022615627703219076
0.65,0.7000000000000001,0.0006992984105813394,0.0002353712072574568
0.65,0.75,0.0018983074883403255,0.00043606932275538164
0.65,0.8,0.0031435602439912817,0.0008499149180601373
0.65,0.8500000000000001,0.004577326255852773,0.0014005019746181713
0.65,0.9,0.0061681551631145425,0.002059341321380653
0.65,0.9500000000000001,0.007882754694868247,0.0028062252402782364
0.65,1.0,0.009695020471977832,0.0036254154642422023
0.7000000000000001,0.0,0.00019384430835390863,0.00018548540494197973
0.7000000000000001,0.05,0.000195515903951031,0.00018732995223324621
0.7000000000000001,0.1,0.0001980281338143661,0.00018950727544804534
0.7000000000000001,0.15000000000000002,0.0002005603650067104,0.00019170032732752294
0.7000000000000001,0.2,0.00020311273623731672,0.00019390921167615445
0.7000000000000001,0.25,0.0002056853856966094,0.00019613403150780037
0.7000000000000001,0.30000000000000004,0.0002082784511276458,0.00019837488915639038
0.7000000000000001,0.35000000000000003,0.00021089206989070364,0.0002006318863693311
0.7000000000000001,0.4,0.00021433995957832633,0.00020349920039232543
0.7000000000000001,0.45,0.0002180597011449677,0.00020670435362481302
0.7000000000000001,0.5,0.0002218204553751089,0.0002099415542025998
0.7000000000000001,0.55,0.00022654889107997391,0.00021357508565856135
0.7000000000000001,0.6000000000000001,0.00023193656412147948,0.000217906454706034
0.7000000000000001,0.65,0.00023896711656131654,0.000223048435246302
0.7000000000000001,0.7000000000000001,0.0003603310132946748,0.0002299059221603728
0.7000000000000001,0.75,0.0013990648476867313,0.00032457048032783186
0.7000000000000001,0.8,0.0027404384771016806,0.0007062436762000805
0.7000000000000001,0.8500000000000001,0.0042311604702017416,0.0012629952391601039
0.7000000000000001,0.9,0.005914525865032636,0.0019518017734304063
0.7000000000000001,0.9500000000000001,0.007746882637312072,0.002746011167686952
0.7000000000000001,1.0,0.009695020564377385,0.003625416589042019
0.75,0.0,0.0001915362336836665,0.00018348520037727675
0.75,0.05,0.00019326560198637964,0.00018498400984247483
0.75,0.1,0.00019500445711504222,0.00018671042825727077
0.75,0.15000000000000002,0.00019748812072185187,0.00018903938731729106
0.75,0.2,0.00020019738785897676,0.00019138606727881093
0.75,0.25,0.0002029297531481881,0.0001937509069659022
0.75,0.30000000000000004,0.00020568538569660946,0.0001961340315078004
0.75,0.35000000000000003,0.00020846445494160568,0.0001985355668004029
0.75,0.4,0.00021126712981715568,0.0002009556379674164
0.75,0.45,0.00021513361142979625,0.00020418333326206785
0.75,0.5,0.00021913000255651148,0.00020762598729474335
0.75,0.55,0.00022334022433390414,0.00021110551023526602
0.75,0.6000000000000001,0.00022870476590984099,0.00021542438011938806
0.75,0.65,0.00023513243602726555,0.00022029410606947105
0.75,0.7000000000000001,0.0002451930896673005,0.00022663811331089773
0.75,0.75,0.0009328602901916428,0.00025278221555294914
0.75,0.8,0.0023580789919326523,0.0005764701406654613
0.75,0.8500000000000001,0.003893759617032479,0.0011315047422861756
0.75,0.9,0.005664149538895312,0.0018463861390927581
0.75,0.9500000000000001,0.007612007799064596,0.0026862828069231293
0.75,1.0,0.009695023141244132,0.0036254284924992523
0.8,0.0,0.00018924531368296892,0.00018149853076444736
0.8,0.05,0.0001910767670912796,0.00018308686666644323
0.8,0.1,0.0001929189696563211,0.00018468365077484308
0.8,0.15000000000000002,0.0001947719330602728,0.00018640086079451846
0.8,0.2,0.0001973080967250468,0.0001888833826194337
0.8,0.25,0.0002001974714308785,0.0001913861534166243
0.8,0.30000000000000004,0.00020311282866664908,0.00019390930087008796
0.8,0.35000000000000003,0.00020605457045035923,0.00019645316974287516
0.8,0.4,0.0002090230960685709,0.00019901809417243352
0.8,0.45,0.00021223267663042364,0.00020168197936648463
0.8,0.5,0.0002164605239850137,0.0002053268065420627
0.8,0.55,0.0002207417494140418,0.00020901335541709056
0.8,0.6000000000000001,0.0002258332515176568,0.00021296098134565098
0.8,0.65,0.0002319365641214795,0.00021790645470603403
0.8,0.7000000000000001,0.00024028641582597867,0.00022383963523431872
0.8,0.75,0.0005673784391111462,0.00023277972812996245
0.8,0.8,0.00199373055001352,0.00046204305921748024
0.8,0.8500000000000001,0.0035656341387255565,0.0010063401921104735
0.8,0.9,0.005416752383982937,0.0017431879645463887
0.8,0.9500000000000001,0.00747748366660164,0.002626989296525985
0.8,1.0,0.009695023193608902,0.0036254219433375476
0.8500000000000001,0.0,0.0001869711649190812,0.0001795250544360824
0.8500000000000001,0.05,0.00018890326118644978,0.00018120179842343428
0.8500000000000001,0.1,0.00019084740198910618,0.00018288800781508568
0.8500000000000001,0.15000000000000002,0.00019280364041192669,0.0001845837202571161
0.8500000000000001,0.2,0.000194772029841637,0.00018640066659155103
0.8500000000000001,0.25,0.00019748797216941966,0.0001890392630565462
0.8500000000000001,0.30000000000000004,0.00020056064073203217,0.00019170060220546252
0.8500000000000001,0.35000000000000003,0.00020366301663789994,0.00019438529800622242
0.8500000000000001,0.4,0.00020679486971278825,0.0001970930771101842
0.8500000000000001,0.45,0.00020995641143584996,0.0001998240944902894
0.8500000000000001,0.5,0.00021381189616169008,0.0002030439232970142
0.8500000000000001,0.55,0.00021832696231761543,0.00020693451656086183
0.8500000000000001,0.6000000000000001,0.00022298556106512094,0.0002108723889936859
0.8500000000000001,0.65,0.00022906538741099028,0.00021573361605038002
0.8500000000000001,0.7000000000000001,0.00023673226896766015,0.00022147170535427447
0.8500000000000001,0.75,0.0003195251070931207,0.00022931987071143613
0.8500000000000001,0.8,0.0015999994517530815,0.0003652159198918015
0.8500000000000001,0.8500000000000001,0.0032473498339843474,0.00088786087862972
0.8500000000000001,0.9,0.005172657354211771,0.001642284355299512
0.8500000000000001,0.9500000000000001,0.007343559449450535,0.0025681161002009366
0.8500000000000001,1.0,0.00969503104222911,0.00362542059032194
0.9,0.0,0.00018471357495018445,0.0001775645914612955
0.9,0.05,0.00018674479064335518,0.00017932854465916456
0.9,0.1,0.00018878943931867107,0.0001811030590149947
0.9,0.15000000000000002,0.00019084756025310255,0.00018288815704734396
0.9,0.2,0.00019291924257220668,0.00018468390773334443
0.9,0.25,0.0001950045498196996,0.00018670966467157114
0.9,0.30000000000000004,0.00019802805825177422,0.00018950722155932007
0.9,0.35000000000000003,0.00020128844327893682,0.0001923306826893
0.9,0.4,0.00020458200221283107,0.00019518018353599593
0.9,0.45,0.00020790834304348652,0.00019805529165076592
0.9,0.5,0.0002112686208061224,0.00020095705245830398
0.9,0.55,0.00021592914378416628,0.00020486894109810331
0.9,0.6000000000000001,0.00022074174941404297,0.00020901335541709118
0.9,0.65,0.0002265488910799869,0.00021357508565857417
0.9,0.7000000000000001,0.0002337591595470536,0.0002191545269156501
0.9,0.75,0.0002451930909471001,0.00022663811331090326
0.9,0.8,0.0012037578090235879,0.0002901478562742426
0.9,0.8500000000000001,0.0029395470046638455,0.0007764246022391895
0.9,0.9,0.004931825144922529,0.0015437464197294683
0.9,0.9500000000000001,0.007210436789974051,0.0025096775935007066
0.9,1.0,0.009695017192782615,0.0036254200433697373
0.9500000000000001,0.0,0.00018247245327210722,0.00017561707744590235
0.9500000000000001,0.05,0.0001846012260121133,0.00017746700191860536
0.9500000000000001,0.1,0.00018674488998868399,0.00017932863933928394
0.9500000000000001,0.15000000000000002,0.00018890351937238386,0.00018120204248699528
0.9500000000000001,0.2,0.0001910771887756078,0.0001830872644715068
0.9500000000000001,0.25,0.00019326597324101783,0.00018498435871974942
0.9500000000000001,0.30000000000000004,0.00019551492545527937,0.00018732903309757486
0.9500000000000001,0.35000000000000003,0.00019893047007771332,0.00019028897522218967
0.9500000000000001,0.4,0.00020238273855784346,0.00019327774923894993
0.9500000000000001,0.45,0.00020587195202365966,0.0001962954975078063
0.9500000000000001,0.5,0.00020939839203960536,0.0001993424201811949
0.9500000000000001,0.55,0.00021354822455034168,0.00020281658094191692
0.9500000000000001,0.6000000000000001,0.00021859430253197532,0.00020716472822015372
0.9500000000000001,0.65,0.00022405058327336377,0.00021157206490540412
0.9500000000000001,0.7000000000000001,0.0002310287875073422,0.00021728416975959233
0.9500000000000001,0.75,0.00024094799523750128,0.0002242360038706182
0.9500000000000001,0.8,0.0008504350806444338,0.0002447116607332764
0.9500000000000001,0.8500000000000001,0.0026428527704831836,0.0006724536979533518
0.9500000000000001,0.9,0.004694610891967003,0.001447637228728416
0.9500000000000001,0.9500000000000001,0.00707777490763984,0.002451675665062667
0.9500000000000001,1.0,0.009695014682008379,0.0036254135573089157
1.0,0.0,0.00018236630308883834,0.00017368219341794129
1.0,0.05,0.0001844996793080943,0.00017561688842115662
1.0,0.1,0.00018664801751215452,0.00017756450390674818
1.0,0.15000000000000002,0.00018881139240984989,0.00017952510126640546
1.0,0.2,0.00019098987915712242,0.00018149874226574273
1.0,0.25,0.00019318355334518462,0.0001834854890322181
1.0,0.30000000000000004,0.00019539598275660676,0.00018548540404344924
1.0,0.35000000000000003,0.0001988188436950382,0.00018826065011604698
1.0,0.4,0.00020227859912102681,0.00019138675378073598
1.0,0.45,0.00020577547531116714,0.00019454482617077933
1.0,0.5,0.0002093097558462538,0.00019773509982376624
1.0,0.55,0.0002134355825915101,0.00020095780905434414
1.0,0.6000000000000001,0.00021849267514579917,0.0002053264475844184
1.0,0.65,0.00022393248085857728,0.00020994108731453822
1.0,0.7000000000000001,0.00023089983958686253,0.00021542396444628633
1.0,0.75,0.0002407912983249883,0.00022225858035261812
1.0,0.8,0.0008727538184931088,0.00023277781733328648
1.0,0.8500000000000001,0.002766276538510274,0.000549350287777371
1.0,0.9,0.004820143436056515,0.0012991578759687455
1.0,0.9500000000000001,0.007159634830940537,0.0023477070379663003
1.0,1.0,0.009695025432228482,0.0036254146973596206
