phi_transmission,peak_I_high,time_peak_I_high,peak_I_low,time_peak_I_low,peak_I_total,time_peak_I_total,final_S,attack_rate
1.0,0.0069583726616059575,150.4120879120879,0.0069583726616059575,150.4120879120879,0.013916745323211915,150.4120879120879,0.6263294851923613,0.3736705148076387
2.0,0.0075830363103566835,140.3846153846154,0.0057279503406931324,140.3846153846154,0.013310986651049815,140.3846153846154,0.6260275267166583,0.3739724732833417
3.0,0.0073207131858583335,145.39835164835165,0.006311749768601486,145.39835164835165,0.013632462954459818,145.39835164835165,0.626154332591726,0.37384566740827396
4.0,0.006446631717064562,155.42582417582418,0.007730267605168675,154.42307692307693,0.014176894825162958,155.42582417582418,0.62658223642955,0.37341776357045
