theta,p_recover,R0_overall,R0_high,R0_low
0.0,1.0,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.0526315789473684,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.1052631578947367,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.1578947368421053,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.2105263157894737,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.263157894736842,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.3157894736842106,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.368421052631579,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.4210526315789473,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.4736842105263157,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.526315789473684,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.5789473684210527,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.631578947368421,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.6842105263157894,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.736842105263158,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.7894736842105263,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.8421052631578947,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.894736842105263,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,1.9473684210526314,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.0,2.0,1.4482758620689655,1.4482758620689655,1.4285714285714286
0.05263157894736842,1.0,1.4482758620689655,1.4482758620689655,1.2909441233140655
0.05263157894736842,1.0526315789473684,1.4452781371280725,1.4452781371280725,1.293774319066148
0.05263157894736842,1.1052631578947367,1.4425377015080605,1.4425377015080605,1.2963828395177122
0.05263157894736842,1.1578947368421053,1.4400227941874821,1.4400227941874821,1.298794747256701
0.05263157894736842,1.2105263157894737,1.437706675180734,1.437706675180734,1.3010314639854381
0.05263157894736842,1.263157894736842,1.4355666710543638,1.4355666710543638,1.3031114084978255
0.05263157894736842,1.3157894736842106,1.4335834302018389,1.4335834302018389,1.305050505050505
0.05263157894736842,1.368421052631579,1.4317403359973906,1.4317403359973906,1.306862591839925
0.05263157894736842,1.4210526315789473,1.4300230401134284,1.4300230401134284,1.3085597517596308
0.05263157894736842,1.4736842105263157,1.4284190882431353,1.4284190882431353,1.3101525821596245
0.05263157894736842,1.526315789473684,1.426917617564105,1.426917617564105,1.311650416340474
0.05263157894736842,1.5789473684210527,1.4255091103965702,1.4255091103965702,1.3130615065653075
0.05263157894736842,1.631578947368421,1.4241851922443818,1.4241851922443818,1.3143931761703271
0.05263157894736842,1.6842105263157894,1.4229384651616592,1.4229384651616592,1.3156519466945389
0.05263157894736842,1.736842105263158,1.4217623694404944,1.4217623694404944,1.3168436446874803
0.05263157894736842,1.7894736842105263,1.420651068158698,1.420651068158698,1.3179734918865353
0.05263157894736842,1.8421052631578947,1.4195993502977804,1.4195993502977804,1.3190461817084214
0.05263157894736842,1.894736842105263,1.4186025490373317,1.4186025490373317,1.320065944418276
0.05263157894736842,1.9473684210526314,1.4176564725227938,1.4176564725227938,1.3210366028845602
0.05263157894736842,2.0,1.4167573449401525,1.4167573449401525,1.3219616204690832
0.10526315789473684,1.0,1.4482758620689655,1.4482758620689655,1.2050078247261344
0.10526315789473684,1.0526315789473684,1.4430379746835442,1.4430379746835442,1.2082670906200317
0.10526315789473684,1.1052631578947367,1.4382124943000454,1.4382124943000454,1.2113065519625164
0.10526315789473684,1.1578947368421053,1.4337525592278442,1.4337525592278442,1.2141477188289493
0.10526315789473684,1.2105263157894737,1.4296181485134565,1.4296181485134565,1.216809383320141
0.10526315789473684,1.263157894736842,1.4257748776508972,1.4257748776508972,1.2193080357142858
0.10526315789473684,1.3157894736842106,1.4221930400525276,1.4221930400525276,1.22165820642978
0.10526315789473684,1.368421052631579,1.4188468376936754,1.4188468376936754,1.2238727487840149
0.10526315789473684,1.4210526315789473,1.4157137587606048,1.4157137587606048,1.2259630741710854
0.10526315789473684,1.4736842105263157,1.4127740705433747,1.4127740705433747,1.2279393487447179
0.10526315789473684,1.526315789473684,1.4100104034215697,1.4100104034215697,1.2298106587623254
0.10526315789473684,1.5789473684210527,1.4074074074074074,1.4074074074074074,1.2315851502651738
0.10526315789473684,1.631578947368421,1.4049514668993348,1.4049514668993348,1.2332701476247916
0.10526315789473684,1.6842105263157894,1.4026304624522696,1.4026304624522696,1.2348722545943522
0.10526315789473684,1.736842105263158,1.4004335707649427,1.4004335707649427,1.2363974408049434
0.10526315789473684,1.7894736842105263,1.3983510959179568,1.3983510959179568,1.2378511160952685
0.10526315789473684,1.8421052631578947,1.396374326310632,1.396374326310632,1.2392381946256197
0.10526315789473684,1.894736842105263,1.3944954128440366,1.3944954128440366,1.240563150377474
0.10526315789473684,1.9473684210526314,1.3927072647579966,1.3927072647579966,1.2418300653594772
0.10526315789473684,2.0,1.3910034602076122,1.3910034602076122,1.2430426716141003
0.15789473684210525,1.0,1.4482758620689655,1.4482758620689655,1.1462450592885376
0.15789473684210525,1.0526315789473684,1.4413004214328717,1.4413004214328717,1.1491935483870965
0.15789473684210525,1.1052631578947367,1.4348355663824603,1.4348355663824603,1.1519655779385878
0.15789473684210525,1.1578947368421053,1.4288272157564903,1.4288272157564903,1.1545765286745158
0.15789473684210525,1.2105263157894737,1.4232286656217912,1.4232286656217912,1.157040044288614
0.15789473684210525,1.263157894736842,1.4179993728441518,1.4179993728441518,1.1593682699210335
0.15789473684210525,1.3157894736842106,1.4131039716670881,1.4131039716670881,1.1615720524017465
0.15789473684210525,1.368421052631579,1.4085114728378114,1.4085114728378114,1.1636611092208233
0.15789473684210525,1.4210526315789473,1.404194606933942,1.404194606933942,1.165644171779141
0.15789473684210525,1.4736842105263157,1.4001292824822236,1.4001292824822236,1.167529107373868
0.15789473684210525,1.526315789473684,1.3962941361209567,1.3962941361209567,1.169323023512703
0.15789473684210525,1.5789473684210527,1.3926701570680629,1.3926701570680629,1.1710323574730352
0.15789473684210525,1.631578947368421,1.3892403719587278,1.3892403719587278,1.1726629534848712
0.15789473684210525,1.6842105263157894,1.3859895790257217,1.3859895790257217,1.174220129487934
0.15789473684210525,1.736842105263158,1.3829041228388343,1.3829041228388343,1.1757087350697941
0.15789473684210525,1.7894736842105263,1.3799717025624905,1.3799717025624905,1.1771332019149534
0.15789473684210525,1.8421052631578947,1.3771812080536912,1.3771812080536912,1.178497587870434
0.15789473684210525,1.894736842105263,1.3745225791956865,1.3745225791956865,1.1798056155507557
0.15789473684210525,1.9473684210526314,1.3719866847130262,1.3719866847130262,1.1810607062557863
0.15789473684210525,2.0,1.3695652173913042,1.3695652173913042,1.1822660098522166
0.21052631578947367,1.0,1.4482758620689655,1.4482758620689655,1.1035267349260522
0.21052631578947367,1.0526315789473684,1.4399133886683506,1.4399133886683506,1.1059371362048895
0.21052631578947367,1.1052631578947367,1.4321258690084155,1.4321258690084155,1.1082167733167225
0.21052631578947367,1.1578947368421053,1.4248559781693224,1.4248559781693224,1.1103760061748815
0.21052631578947367,1.2105263157894737,1.4180537667715483,1.4180537667715483,1.1124241284847183
0.21052631578947367,1.263157894736842,1.4116755117513267,1.4116755117513267,1.1143695014662758
0.21052631578947367,1.3157894736842106,1.405682775522708,1.405682775522708,1.116219667943806
0.21052631578947367,1.368421052631579,1.4000416307353771,1.4000416307353771,1.1179814500847711
0.21052631578947367,1.4210526315789473,1.3947220175932746,1.3947220175932746,1.1196610334583355
0.21052631578947367,1.4736842105263157,1.3896972080220213,1.3896972080220213,1.1212640395964213
0.21052631578947367,1.526315789473684,1.3849433565191247,1.3849433565191247,1.122795588851147
0.21052631578947367,1.5789473684210527,1.3804391217564869,1.3804391217564869,1.1242603550295858
0.21052631578947367,1.631578947368421,1.376165346265057,1.376165346265057,1.1256626130339882
0.21052631578947367,1.6842105263157894,1.3721047840598766,1.3721047840598766,1.127006280530356
0.21052631578947367,1.736842105263158,1.3682418680383377,1.3682418680383377,1.1282949545007903
0.21052631578947367,1.7894736842105263,1.3645625105368369,1.3645625105368369,1.1295319433978062
0.21052631578947367,1.8421052631578947,1.361053931659119,1.361053931659119,1.1307202955058486
0.21052631578947367,1.894736842105263,1.3577045109670298,1.3577045109670298,1.1318628240218966
0.21052631578947367,1.9473684210526314,1.3545036589067119,1.3545036589067119,1.1329621292895788
0.21052631578947367,2.0,1.3514417049728373,1.3514417049728373,1.134020618556701
