time,Eh,El,param_name,param_value,R0_low,R0_high,R0_target,kappa_high,kappa_low
0.0,0.0,0.0,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
1.0027472527472527,8.227298922011141e-05,9.693722206109767e-05,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
2.0054945054945055,0.00013014295248202064,0.00015402085790466936,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
3.008241758241758,0.000157672521734967,0.00018793504265959035,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
4.010989010989011,0.00017318027800263582,0.00020838347101215793,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
5.013736263736264,0.000181582461447625,0.00022100389261970753,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
6.016483516483516,0.00018579838055384095,0.0002290890221778512,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
7.019230769230769,0.00018753704710879513,0.00023453112949070465,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
8.021978021978022,0.00018782037782985047,0.00023844531651921947,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
9.024725274725274,0.00018724758258637544,0.00024147259056055302,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
10.027472527472527,0.0001861739065664783,0.00024398795921626296,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
11.030219780219781,0.00018481085755394112,0.0002462105329871063,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
12.032967032967033,0.00018328227870498766,0.0002482663641205934,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
13.035714285714285,0.0001816615707309917,0.00025022901823059,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
14.038461538461538,0.00017999367535959343,0.00025214291327216754,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
15.041208791208792,0.00017830322627474123,0.0002540318284196811,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
16.043956043956044,0.0001766041964577589,0.0002559089787883063,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
17.046703296703296,0.00017490602135024396,0.0002577834080458226,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
18.049450549450547,0.00017321434116528356,0.00025966050017942933,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
19.052197802197803,0.00017153214085431574,0.0002615430235185686,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
20.054945054945055,0.00016986119912015238,0.0002634326564205691,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
21.057692307692307,0.00016820321027864832,0.0002653310118428874,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
22.060439560439562,0.00016655829777172096,0.0002672382842822256,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
23.063186813186814,0.0001649266349070307,0.00026915470681003126,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
24.065934065934066,0.00016330783954570277,0.0002710799787480869,phi_transmission,0.85,1.0625,0.92703125,,0.85,1.0
