strategy,R0_target,R0_low_actual,R0_high_actual,phi_transmission,contact_rate,transmission_probability,beta_l,beta_h,Eh_peak,El_peak,Ih_peak,Il_peak,Eh_final,El_final,dominance_ratio
vary_contact_rate,2.0,1.445,1.5038625,1.05,13.6,0.025,0.34,0.35700000000000004,0.0168643134271698,0.009247065269465867,0.02769936249430859,0.015186767404774053,0.008752708128053533,0.0012991103483635884,1.8237476164985653
vary_contact_rate,2.25,1.6256249999999999,1.6918453125000001,1.05,15.299999999999999,0.025,0.3825,0.401625,0.024664744351581266,0.014826041262969951,0.04005946955987327,0.024084052496093186,0.009822644574175077,0.001453913481801436,1.6636095737048737
vary_contact_rate,2.5,1.80625,1.8798281250000004,1.05,17.0,0.025,0.42500000000000004,0.4462500000000001,0.032396539441873984,0.020611158960768792,0.05194179184424737,0.033068459208157014,0.007943731082264555,0.001182071557436975,1.5717961006636179
vary_contact_rate,2.75,1.9868750000000002,2.0678109375,1.05,18.7,0.025,0.4675,0.49087500000000006,0.03990374402353486,0.026395436663822165,0.0631045890130058,0.04177058234329645,0.008282455356763195,0.001233165953071199,1.5117667641032295
vary_contact_rate,3.0,2.1675,2.2557937500000005,1.05,20.4,0.025,0.51,0.5355000000000001,0.04707893470217524,0.0320616142712746,0.07351514332599526,0.05008067779397472,0.010521571029418956,0.0015604562852791306,1.4683894003901221
vary_contact_rate,0.5,0.36125,0.3903625,1.1,3.4,0.025,0.085,0.09350000000000001,6.957718696626701e-05,6.29339468357689e-05,0.0004995004995004995,0.0004995004995004995,-4.73927847404523e-09,-1.5832972052520566e-09,1.1055571739702976
vary_contact_rate,0.75,0.541875,0.58554375,1.1,5.1,0.025,0.1275,0.14025,0.00010983550808224366,9.87183876118149e-05,0.0004995004995004995,0.0004995004995004995,-3.1023497440541824e-09,-1.2761381467857397e-10,1.1126133588486848
vary_contact_rate,1.0,0.7225,0.780725,1.1,6.8,0.025,0.17,0.18700000000000003,0.00015531299185563715,0.00013828792451923963,0.0004995004995004995,0.0004995004995004995,4.634162807560957e-09,2.0037401370927342e-10,1.12311237647356
vary_contact_rate,1.25,0.903125,0.9759062500000001,1.1,8.5,0.025,0.21250000000000002,0.23375000000000004,0.0002130240128670334,0.00018550956016570672,0.0004995004995004995,0.0004995004995004995,5.608892581337075e-05,1.7489198469047475e-06,1.1483176276467189
vary_contact_rate,1.5,1.08375,1.1710875,1.1,10.2,0.025,0.255,0.2805,0.005080092803628904,0.0006501883812771888,0.008454991444024538,0.0010820147209139011,0.0033443029970827926,8.846910536614171e-05,7.8132617693409365
vary_contact_rate,1.75,1.264375,1.3662687500000004,1.1,11.9,0.025,0.29750000000000004,0.3272500000000001,0.013249407388234784,0.0032891457423909554,0.021916565736392356,0.005439769636213249,0.00518040252192198,0.00013504403107615057,4.028221314322592
vary_contact_rate,2.0,1.445,1.56145,1.1,13.6,0.025,0.34,0.37400000000000005,0.02220353876304538,0.007329276890668239,0.036372280172493554,0.012008274174008014,0.011157505170662127,0.0002821157989418879,3.029430978159961
vary_contact_rate,2.25,1.6256249999999999,1.7566312500000003,1.1,15.299999999999999,0.025,0.3825,0.42075000000000007,0.031194686363672595,0.012046174181998862,0.050499776700959856,0.019509913016854778,0.010161693779428138,0.0002578714332497455,2.5895928145658837
vary_contact_rate,2.5,1.80625,1.9518125000000002,1.1,17.0,0.025,0.42500000000000004,0.4675000000000001,0.03993539561328528,0.017047369368545444,0.06380843676629211,0.02725106893720183,0.008786154324196471,0.000224818024847377,2.342613368412713
vary_contact_rate,2.75,1.9868750000000002,2.14699375,1.1,18.7,0.025,0.4675,0.5142500000000001,0.04833206564298859,0.02210590633626859,0.07613377993118293,0.034888256561082964,0.010178827094464445,0.0002596203312624982,2.1863869632457784
vary_contact_rate,3.0,2.1675,2.342175,1.1,20.4,0.025,0.51,0.561,0.0563264290017725,0.027129721590013898,0.0874281633944168,0.04222299354911842,0.013271844113239412,0.0003354922326825069,2.0761889725726723
vary_contact_rate,0.5,0.36125,0.404440625,1.15,3.4,0.025,0.085,0.09775,7.299874075219099e-05,6.293376670305306e-05,0.0004995004995004995,0.0004995004995004995,-1.1204982147236583e-11,-4.6662014002972043e-11,1.1599277873172484
vary_contact_rate,0.75,0.541875,0.6066609374999998,1.15,5.1,0.025,0.1275,0.14662499999999998,0.00011545962010741258,9.871729449086993e-05,0.0004995004995004995,0.0004995004995004995,-1.4772692228462187e-08,-8.620582165599354e-09,1.1695975233431744
vary_contact_rate,1.0,0.7225,0.80888125,1.15,6.8,0.025,0.17,0.1955,0.00016400244742263294,0.00013828616196562014,0.0004995004995004995,0.0004995004995004995,2.0557701707372956e-08,2.9991682465015425e-10,1.1859634145249092
vary_contact_rate,1.25,0.903125,1.0111015625,1.15,8.5,0.025,0.21250000000000002,0.244375,0.0002478236965735622,0.00018550493910694137,0.0004995004995004995,0.0004995004995004995,0.0002478236965735622,1.5212509042453797e-06,1.3359405101157111
vary_contact_rate,1.5,1.08375,1.2133218749999997,1.15,10.2,0.025,0.255,0.29324999999999996,0.007378393994961194,0.0005589033904418921,0.012267069247422782,0.0009295959758388846,0.0033317983948294586,1.758864243109123e-05,13.20155289981734
vary_contact_rate,1.75,1.264375,1.4155421875,1.15,11.9,0.025,0.29750000000000004,0.342125,0.017154525946574267,0.0026230493988376943,0.028313757696752023,0.004331048267463299,0.006745100350075529,3.432396416981487e-05,6.539916976090481
vary_contact_rate,2.0,1.445,1.6177625,1.15,13.6,0.025,0.34,0.391,0.027429242961320013,0.005921567553519905,0.04479164892022018,0.009680361860902235,0.011804286705116115,5.8115590827896415e-05,4.632091460614402
vary_contact_rate,2.25,1.6256249999999999,1.8199828124999997,1.15,15.299999999999999,0.025,0.3825,0.43987499999999996,0.03752952658360922,0.00989692975896438,0.06052053469843425,0.015985882508321187,0.009621420153830048,4.798554984559005e-05,3.792037239671448
vary_contact_rate,2.5,1.80625,2.022203125,1.15,17.0,0.025,0.42500000000000004,0.48875,0.047222734336524616,0.014199701220463169,0.07509423146897652,0.022623725856455817,0.009215819700741784,4.6268818362664064e-05,3.3256146217999674
vary_contact_rate,2.75,1.9868750000000002,2.2244234375,1.15,18.7,0.025,0.4675,0.537625,0.05640143053507712,0.018622388962218194,0.0884460934665372,0.02925799314357959,0.011566554213220732,5.75147709549625e-05,3.028689302249971
vary_contact_rate,3.0,2.1675,2.4266437499999993,1.15,20.4,0.025,0.51,0.5864999999999999,0.06511949204231032,0.023044053601293735,0.10061018771581062,0.03572125567426778,0.014896995491004286,7.312595088070046e-05,2.8258696532483083
vary_contact_rate,0.5,0.36125,0.4182,1.2,3.4,0.025,0.085,0.10200000000000001,7.645080862671287e-05,6.293356072270948e-05,0.0004995004995004995,0.0004995004995004995,-4.046630019691253e-10,-3.0010818277821127e-09,1.214784071811125
vary_contact_rate,0.75,0.541875,0.6273000000000001,1.2,5.1,0.025,0.1275,0.153,0.00012112596921253959,9.871628549699532e-05,0.0004995004995004995,0.0004995004995004995,-1.4639597980437935e-10,-1.2316604211501856e-09,1.227009767453716
vary_contact_rate,1.0,0.7225,0.8364,1.2,6.8,0.025,0.17,0.20400000000000001,0.000172805502516933,0.00013828433716839544,0.0004995004995004995,0.0004995004995004995,8.191523320348872e-08,2.428324513475329e-10,1.2496381086361847
vary_contact_rate,1.25,0.903125,1.0454999999999999,1.2,8.5,0.025,0.21250000000000002,0.255,0.0008649408433884845,0.00018550030065569788,0.0014273131201522288,0.0004995004995004995,0.0008649408433884845,1.1327428741316383e-06,4.662743801798451
vary_contact_rate,1.5,1.08375,1.2546000000000002,1.2,10.2,0.025,0.255,0.306,0.009797786559875378,0.0005018176008341445,0.01626831365582683,0.0008342029979886555,0.0033844409621951363,4.005341843341295e-06,19.524593380402973
vary_contact_rate,1.75,1.264375,1.4637000000000002,1.2,11.9,0.025,0.29750000000000004,0.35700000000000004,0.020967776115336026,0.0021705105283082345,0.034522720630942194,0.003578601115794661,0.008448174698544645,9.380789803087423e-06,9.66029644907981
vary_contact_rate,2.0,1.445,1.6728,1.2,13.6,0.025,0.34,0.40800000000000003,0.03242468072887569,0.004897768443103827,0.05276932022185474,0.007985979489812962,0.011569055631773158,1.2531243899009702e-05,6.620296660308786
vary_contact_rate,2.25,1.6256249999999999,1.8819,1.2,15.299999999999999,0.025,0.3825,0.45899999999999996,0.04352528557634691,0.00826012426490032,0.06988992060000775,0.013305014810961451,0.009212390724336977,1.0180887224520666e-05,5.269325696995383
vary_contact_rate,2.5,1.80625,2.0909999999999997,1.2,17.0,0.025,0.42500000000000004,0.51,0.05407668674187085,0.01196720081035241,0.08553661450072765,0.01899952240588528,0.009817854020743281,1.085933749895675e-05,4.5187414456367145
vary_contact_rate,2.75,1.9868750000000002,2.3001000000000005,1.2,18.7,0.025,0.4675,0.561,0.06400471608441897,0.015819786864036855,0.09982994835920592,0.024779283709106772,0.012901231057976161,1.4036924963828415e-05,4.04586460171183
vary_contact_rate,3.0,2.1675,2.5092000000000003,1.2,20.4,0.025,0.51,0.612,0.07340505952138028,0.01972213545835773,0.11266726500071214,0.030442749752657153,0.015935875786597033,1.7093603332928956e-05,3.7219630350970343
vary_transmission_prob,0.5,0.36125,0.36125,1.0,10.0,0.0085,0.085,0.085,6.293438528033119e-05,6.293438528033119e-05,0.0004995004995004995,0.0004995004995004995,-5.71505677254809e-08,-5.715043210707939e-08,0.9999984110460338
vary_transmission_prob,0.75,0.541875,0.541875,1.0,10.0,0.012750000000000001,0.1275,0.1275,9.872014655683967e-05,9.872014655683967e-05,0.0004995004995004995,0.0004995004995004995,-3.310948012569398e-09,-3.3109480061706836e-09,0.9999989870365656
vary_transmission_prob,1.0,0.7225,0.7225,1.0,10.0,0.017,0.17,0.17,0.00013829128136168682,0.00013829128136168682,0.0004995004995004995,0.0004995004995004995,3.036105124704703e-10,3.036105090972171e-10,0.9999992768891378
vary_transmission_prob,1.25,0.903125,0.903125,1.0,10.0,0.02125,0.21250000000000002,0.21250000000000002,0.00018551856456254352,0.00018551856456254352,0.0004995004995004995,0.0004995004995004995,1.936232680676627e-06,1.936232680676627e-06,0.9999994609706778
vary_transmission_prob,1.5,1.08375,1.08375,1.0,10.0,0.025500000000000002,0.255,0.255,0.0011878984092886752,0.0011878984092886752,0.0019791517950339954,0.0019791517950339954,0.0011391591294150774,0.0011391591294150774,0.9999999158177241
vary_transmission_prob,1.75,1.264375,1.264375,1.0,10.0,0.029750000000000006,0.29750000000000004,0.29750000000000004,0.00574743654186797,0.00574743654186797,0.009534364472892574,0.009534364472892574,0.0017133045500834635,0.0017133045500834635,0.9999999826009391
vary_transmission_prob,2.0,1.445,1.445,1.0,10.0,0.034,0.34,0.34,0.011741659920667035,0.011741659920667035,0.01932107575935635,0.01932107575935635,0.004190785995474612,0.004190785995474612,0.9999999914833168
vary_transmission_prob,2.25,1.6256249999999999,1.6256249999999999,1.0,10.0,0.03825,0.3825,0.3825,0.01826385819805431,0.01826385819805431,0.0297365967394811,0.0297365967394811,0.005844321304477955,0.005844321304477955,0.9999999945247056
vary_transmission_prob,2.5,1.80625,1.80625,1.0,10.0,0.0425,0.42500000000000004,0.42500000000000004,0.024889163462740158,0.024889163462740158,0.04005129122609014,0.04005129122609014,0.004730394490883725,0.004730394490883725,0.9999999959821871
vary_transmission_prob,2.75,1.9868750000000002,1.9868750000000002,1.0,10.0,0.04675,0.4675,0.4675,0.031437776003123266,0.031437776003123266,0.049937098765765756,0.049937098765765756,0.0045117841580876086,0.0045117841580876086,0.9999999968191133
vary_transmission_prob,3.0,2.1675,2.1675,1.0,10.0,0.051000000000000004,0.51,0.51,0.03780356569705968,0.03780356569705968,0.05924408500545268,0.05924408500545268,0.005460725911093646,0.005460725911093646,0.9999999973547469
vary_transmission_prob,0.5,0.36125,0.375965625,1.05,10.0,0.0085,0.085,0.08925000000000001,6.624949577915671e-05,6.293411736141073e-05,0.0004995004995004995,0.0004995004995004995,-2.0271623916620217e-09,-4.278869181011424e-09,1.0526784721689224
vary_transmission_prob,0.75,0.541875,0.5639484375000001,1.05,10.0,0.012750000000000001,0.1275,0.13387500000000002,0.00010425516153388643,9.871938993153307e-05,0.0004995004995004995,0.0004995004995004995,-8.522321903267422e-10,-6.265444919629745e-09,1.0560747589578576
vary_transmission_prob,1.0,0.7225,0.75193125,1.05,10.0,0.017,0.17,0.17850000000000002,0.00014674125371136418,0.00013828962032383913,0.0004995004995004995,0.0004995004995004995,8.613830848122504e-10,1.2978038929700266e-10,1.0611146899981698
vary_transmission_prob,1.25,0.903125,0.9399140625000002,1.05,10.0,0.02125,0.21250000000000002,0.22312500000000005,0.00019867761796912481,0.00018551418543634495,0.0004995004995004995,0.0004995004995004995,1.0977104843423479e-05,1.8694325285355771e-06,1.07095589701795
vary_transmission_prob,1.5,1.08375,1.1278968750000002,1.05,10.0,0.025500000000000002,0.255,0.26775000000000004,0.0029556746552208924,0.0008172970107916032,0.004923078853762374,0.001360892264073954,0.002672205216484266,0.00040583282242766066,3.616401693085807
vary_transmission_prob,1.75,1.264375,1.3158796875000003,1.05,10.0,0.029750000000000006,0.29750000000000004,0.31237500000000007,0.009345494700249484,0.004291151779690816,0.015486367981802779,0.007108693359384407,0.0035937371360573447,0.0005430733715959344,2.1778522322828717
vary_transmission_prob,2.0,1.445,1.5038625,1.05,10.0,0.034,0.34,0.35700000000000004,0.0168643134271698,0.009247065269465867,0.02769936249430859,0.015186767404774053,0.008752708128053533,0.0012991103483635884,1.8237476164985653
vary_transmission_prob,2.25,1.6256249999999999,1.6918453125000001,1.05,10.0,0.03825,0.3825,0.401625,0.024664744351581266,0.014826041262969951,0.04005946955987327,0.024084052496093186,0.009822644574175077,0.001453913481801436,1.6636095737048737
vary_transmission_prob,2.5,1.80625,1.8798281250000004,1.05,10.0,0.0425,0.42500000000000004,0.4462500000000001,0.032396539441873984,0.020611158960768792,0.05194179184424737,0.033068459208157014,0.007943731082264555,0.001182071557436975,1.5717961006636179
vary_transmission_prob,2.75,1.9868750000000002,2.0678109375,1.05,10.0,0.04675,0.4675,0.49087500000000006,0.03990374402353486,0.026395436663822165,0.0631045890130058,0.04177058234329645,0.008282455356763195,0.001233165953071199,1.5117667641032295
vary_transmission_prob,3.0,2.1675,2.2557937500000005,1.05,10.0,0.051000000000000004,0.51,0.5355000000000001,0.04707893470217524,0.0320616142712746,0.07351514332599526,0.05008067779397472,0.010521571029418956,0.0015604562852791306,1.4683894003901221
vary_transmission_prob,0.5,0.36125,0.3903625,1.1,10.0,0.0085,0.085,0.09350000000000001,6.957718696626701e-05,6.29339468357689e-05,0.0004995004995004995,0.0004995004995004995,-4.73927847404523e-09,-1.5832972052520566e-09,1.1055571739702976
vary_transmission_prob,0.75,0.541875,0.58554375,1.1,10.0,0.012750000000000001,0.1275,0.14025,0.00010983550808224366,9.87183876118149e-05,0.0004995004995004995,0.0004995004995004995,-3.1023497440541824e-09,-1.2761381467857397e-10,1.1126133588486848
vary_transmission_prob,1.0,0.7225,0.780725,1.1,10.0,0.017,0.17,0.18700000000000003,0.00015531299185563715,0.00013828792451923963,0.0004995004995004995,0.0004995004995004995,4.634162807560957e-09,2.0037401370927342e-10,1.12311237647356
vary_transmission_prob,1.25,0.903125,0.9759062500000001,1.1,10.0,0.02125,0.21250000000000002,0.23375000000000004,0.0002130240128670334,0.00018550956016570672,0.0004995004995004995,0.0004995004995004995,5.608892581337075e-05,1.7489198469047475e-06,1.1483176276467189
vary_transmission_prob,1.5,1.08375,1.1710875,1.1,10.0,0.025500000000000002,0.255,0.2805,0.005080092803628904,0.0006501883812771888,0.008454991444024538,0.0010820147209139011,0.0033443029970827926,8.846910536614171e-05,7.8132617693409365
vary_transmission_prob,1.75,1.264375,1.3662687500000004,1.1,10.0,0.029750000000000006,0.29750000000000004,0.3272500000000001,0.013249407388234784,0.0032891457423909554,0.021916565736392356,0.005439769636213249,0.00518040252192198,0.00013504403107615057,4.028221314322592
vary_transmission_prob,2.0,1.445,1.56145,1.1,10.0,0.034,0.34,0.37400000000000005,0.02220353876304538,0.007329276890668239,0.036372280172493554,0.012008274174008014,0.011157505170662127,0.0002821157989418879,3.029430978159961
vary_transmission_prob,2.25,1.6256249999999999,1.7566312500000003,1.1,10.0,0.03825,0.3825,0.42075000000000007,0.031194686363672595,0.012046174181998862,0.050499776700959856,0.019509913016854778,0.010161693779428138,0.0002578714332497455,2.5895928145658837
vary_transmission_prob,2.5,1.80625,1.9518125000000002,1.1,10.0,0.0425,0.42500000000000004,0.4675000000000001,0.03993539561328528,0.017047369368545444,0.06380843676629211,0.02725106893720183,0.008786154324196471,0.000224818024847377,2.342613368412713
vary_transmission_prob,2.75,1.9868750000000002,2.14699375,1.1,10.0,0.04675,0.4675,0.5142500000000001,0.04833206564298859,0.02210590633626859,0.07613377993118293,0.034888256561082964,0.010178827094464445,0.0002596203312624982,2.1863869632457784
vary_transmission_prob,3.0,2.1675,2.342175,1.1,10.0,0.051000000000000004,0.51,0.561,0.0563264290017725,0.027129721590013898,0.0874281633944168,0.04222299354911842,0.013271844113239412,0.0003354922326825069,2.0761889725726723
vary_transmission_prob,0.5,0.36125,0.404440625,1.15,10.0,0.0085,0.085,0.09775,7.299874075219099e-05,6.293376670305306e-05,0.0004995004995004995,0.0004995004995004995,-1.1204982147236583e-11,-4.6662014002972043e-11,1.1599277873172484
vary_transmission_prob,0.75,0.541875,0.6066609374999998,1.15,10.0,0.012750000000000001,0.1275,0.14662499999999998,0.00011545962010741258,9.871729449086993e-05,0.0004995004995004995,0.0004995004995004995,-1.4772692228462187e-08,-8.620582165599354e-09,1.1695975233431744
vary_transmission_prob,1.0,0.7225,0.80888125,1.15,10.0,0.017,0.17,0.1955,0.00016400244742263294,0.00013828616196562014,0.0004995004995004995,0.0004995004995004995,2.0557701707372956e-08,2.9991682465015425e-10,1.1859634145249092
vary_transmission_prob,1.25,0.903125,1.0111015625,1.15,10.0,0.02125,0.21250000000000002,0.244375,0.0002478236965735622,0.00018550493910694137,0.0004995004995004995,0.0004995004995004995,0.0002478236965735622,1.5212509042453797e-06,1.3359405101157111
vary_transmission_prob,1.5,1.08375,1.2133218749999997,1.15,10.0,0.025500000000000002,0.255,0.29324999999999996,0.007378393994961194,0.0005589033904418921,0.012267069247422782,0.0009295959758388846,0.0033317983948294586,1.758864243109123e-05,13.20155289981734
vary_transmission_prob,1.75,1.264375,1.4155421875,1.15,10.0,0.029750000000000006,0.29750000000000004,0.342125,0.017154525946574267,0.0026230493988376943,0.028313757696752023,0.004331048267463299,0.006745100350075529,3.432396416981487e-05,6.539916976090481
vary_transmission_prob,2.0,1.445,1.6177625,1.15,10.0,0.034,0.34,0.391,0.027429242961320013,0.005921567553519905,0.04479164892022018,0.009680361860902235,0.011804286705116115,5.8115590827896415e-05,4.632091460614402
vary_transmission_prob,2.25,1.6256249999999999,1.8199828124999997,1.15,10.0,0.03825,0.3825,0.43987499999999996,0.03752952658360922,0.00989692975896438,0.06052053469843425,0.015985882508321187,0.009621420153830048,4.798554984559005e-05,3.792037239671448
vary_transmission_prob,2.5,1.80625,2.022203125,1.15,10.0,0.0425,0.42500000000000004,0.48875,0.047222734336524616,0.014199701220463169,0.07509423146897652,0.022623725856455817,0.009215819700741784,4.6268818362664064e-05,3.3256146217999674
vary_transmission_prob,2.75,1.9868750000000002,2.2244234375,1.15,10.0,0.04675,0.4675,0.537625,0.05640143053507712,0.018622388962218194,0.0884460934665372,0.02925799314357959,0.011566554213220732,5.75147709549625e-05,3.028689302249971
vary_transmission_prob,3.0,2.1675,2.4266437499999993,1.15,10.0,0.051000000000000004,0.51,0.5864999999999999,0.06511949204231032,0.023044053601293735,0.10061018771581062,0.03572125567426778,0.014896995491004286,7.312595088070046e-05,2.8258696532483083
vary_transmission_prob,0.5,0.36125,0.4182,1.2,10.0,0.0085,0.085,0.10200000000000001,7.645080862671287e-05,6.293356072270948e-05,0.0004995004995004995,0.0004995004995004995,-4.046630019691253e-10,-3.0010818277821127e-09,1.214784071811125
vary_transmission_prob,0.75,0.541875,0.6273000000000001,1.2,10.0,0.012750000000000001,0.1275,0.153,0.00012112596921253959,9.871628549699532e-05,0.0004995004995004995,0.0004995004995004995,-1.4639597980437935e-10,-1.2316604211501856e-09,1.227009767453716
vary_transmission_prob,1.0,0.7225,0.8364,1.2,10.0,0.017,0.17,0.20400000000000001,0.000172805502516933,0.00013828433716839544,0.0004995004995004995,0.0004995004995004995,8.191523320348872e-08,2.428324513475329e-10,1.2496381086361847
vary_transmission_prob,1.25,0.903125,1.0454999999999999,1.2,10.0,0.02125,0.21250000000000002,0.255,0.0008649408433884845,0.00018550030065569788,0.0014273131201522288,0.0004995004995004995,0.0008649408433884845,1.1327428741316383e-06,4.662743801798451
vary_transmission_prob,1.5,1.08375,1.2546000000000002,1.2,10.0,0.025500000000000002,0.255,0.306,0.009797786559875378,0.0005018176008341445,0.01626831365582683,0.0008342029979886555,0.0033844409621951363,4.005341843341295e-06,19.524593380402973
vary_transmission_prob,1.75,1.264375,1.4637000000000002,1.2,10.0,0.029750000000000006,0.29750000000000004,0.35700000000000004,0.020967776115336026,0.0021705105283082345,0.034522720630942194,0.003578601115794661,0.008448174698544645,9.380789803087423e-06,9.66029644907981
vary_transmission_prob,2.0,1.445,1.6728,1.2,10.0,0.034,0.34,0.40800000000000003,0.03242468072887569,0.004897768443103827,0.05276932022185474,0.007985979489812962,0.011569055631773158,1.2531243899009702e-05,6.620296660308786
vary_transmission_prob,2.25,1.6256249999999999,1.8819,1.2,10.0,0.03825,0.3825,0.45899999999999996,0.04352528557634691,0.00826012426490032,0.06988992060000775,0.013305014810961451,0.009212390724336977,1.0180887224520666e-05,5.269325696995383
vary_transmission_prob,2.5,1.80625,2.0909999999999997,1.2,10.0,0.0425,0.42500000000000004,0.51,0.05407668674187085,0.01196720081035241,0.08553661450072765,0.01899952240588528,0.009817854020743281,1.085933749895675e-05,4.5187414456367145
vary_transmission_prob,2.75,1.9868750000000002,2.3001000000000005,1.2,10.0,0.04675,0.4675,0.561,0.06400471608441897,0.015819786864036855,0.09982994835920592,0.024779283709106772,0.012901231057976161,1.4036924963828415e-05,4.04586460171183
vary_transmission_prob,3.0,2.1675,2.5092000000000003,1.2,10.0,0.051000000000000004,0.51,0.612,0.07340505952138028,0.01972213545835773,0.11266726500071214,0.030442749752657153,0.015935875786597033,1.7093603332928956e-05,3.7219630350970343
balanced,0.5,0.36125,0.36125,1.0,5.830951894845301,0.014577379737113254,0.08500000000000002,0.08500000000000002,6.293438528033119e-05,6.293438528033119e-05,0.0004995004995004995,0.0004995004995004995,-5.719113229676823e-08,-5.7190674062626765e-08,0.9999984110460338
balanced,0.75,0.5418749999999998,0.5418749999999998,1.0,7.1414284285428495,0.017853571071357124,0.12749999999999997,0.12749999999999997,9.872014655683961e-05,9.872014655683961e-05,0.0004995004995004995,0.0004995004995004995,-3.3102835077673415e-09,-3.3102835096390366e-09,0.9999989870365656
balanced,1.0,0.7225,0.7225,1.0,8.246211251235321,0.020615528128088305,0.17,0.17,0.00013829128136168682,0.00013829128136168682,0.0004995004995004995,0.0004995004995004995,3.036105124704703e-10,3.036105090972171e-10,0.9999992768891378
balanced,1.25,0.903125,0.903125,1.0,9.219544457292887,0.02304886114323222,0.21250000000000002,0.21250000000000002,0.00018551856456254352,0.00018551856456254352,0.0004995004995004995,0.0004995004995004995,1.936232680676627e-06,1.936232680676627e-06,0.9999994609706778
