phi_transmission,kappa_scale,Eh_peak,El_peak
0.955,0.8999999999999999,0.000265674361449658,0.0011475369016960232
0.955,1.05,0.00027144839734879355,0.0011409853456068935
0.955,1.2,0.0002776499135242346,0.0011342819960158343
0.955,1.3499999999999999,0.00028429120011174065,0.0011274288204224736
0.955,1.5,0.000291385829376546,0.0011204248224566658
0.955,1.65,0.00029894845795820705,0.0011132641631021994
0.955,1.7999999999999998,0.00030699597447142777,0.0011059500513309495
0.955,1.95,0.00031554317956950835,0.0010984779969308224
0.955,2.1,0.00032460957714346454,0.0010908464154072907
0.955,2.25,0.0003342171386723353,0.001083052998029967
0.955,2.4,0.00034437476406148904,0.0010750994539047989
0.955,2.55,0.0003551121710039882,0.001066980101420016
0.955,2.6999999999999997,0.00036644950317484795,0.0010586969269617207
0.955,2.85,0.00037841120046084946,0.001050245819705355
0.955,3.0,0.00039101161798428145,0.0010416281735905197
0.97,0.0,0.0003214359123853511,0.0010925902410532152
0.97,0.15,0.0003276337203738696,0.0010873749791659951
0.97,0.3,0.00033407702852654637,0.0010820768801980466
0.97,0.44999999999999996,0.0003407744496437719,0.0010767219983100153
0.97,0.6,0.00034773267987169205,0.0010712867067477567
0.97,0.75,0.0003549545850396804,0.001065772761219683
0.97,0.8999999999999999,0.00036244791959556664,0.0010601841731043564
0.97,1.05,0.00037022229863574923,0.0010545243426570928
0.97,1.2,0.00037827958802396706,0.0010487788558031148
0.97,1.3499999999999999,0.0003866311344107949,0.0010429621409298658
0.97,1.5,0.00039528195332720097,0.0010370673062760545
0.97,1.65,0.00040424205465818284,0.0010310974125918948
0.97,1.7999999999999998,0.00041351518424691784,0.001025049486104651
0.97,1.95,0.0004231097988261517,0.0010189237392739022
0.97,2.1,0.0004330391290457269,0.0010127229797060643
0.97,2.25,0.0004433074775090385,0.0010064450981091685
0.97,2.4,0.00045391782631954824,0.0010000866813345297
0.97,2.55,0.00046488454049008177,0.0009936537294208683
0.97,2.6999999999999997,0.00047621223936004177,0.0009871422309355592
0.97,2.85,0.000487911253618306,0.0009805557948904518
0.97,3.0,0.0004999882718955009,0.0009738908071446426
0.9849999999999999,0.0,0.0004990264187446148,0.0009721160380084098
0.9849999999999999,0.15,0.0005052389398073215,0.0009687025447618394
0.9849999999999999,0.3,0.0005115470311661526,0.0009652645973268906
0.9849999999999999,0.44999999999999996,0.0005179598557513591,0.0009618122033822451
0.9849999999999999,0.6,0.0005244769997116746,0.0009583430639607227
0.9849999999999999,0.75,0.0005310964900490769,0.0009548550559907831
0.9849999999999999,0.8999999999999999,0.0005378163089016754,0.0009513440667031761
0.9849999999999999,1.05,0.0005446474304767981,0.0009478186257784364
0.9849999999999999,1.2,0.0005515703654876547,0.0009442636362929751
0.9849999999999999,1.3499999999999999,0.0005586066131278815,0.0009406947107161762
0.9849999999999999,1.5,0.0005657473979007139,0.0009371029035919426
0.9849999999999999,1.65,0.0005729985036868734,0.0009334956579745315
0.9849999999999999,1.7999999999999998,0.0005803595725403768,0.0009298717647032172
0.9849999999999999,1.95,0.0005878367095126119,0.0009262331880100167
0.9849999999999999,2.1,0.000595409629897857,0.0009225642896158015
0.9849999999999999,2.25,0.0006031015566757404,0.0009188823570687278
0.9849999999999999,2.4,0.000610906117105889,0.0009151789617062612
0.9849999999999999,2.55,0.0006188225632245888,0.0009114591537009558
0.9849999999999999,2.6999999999999997,0.0006268531078642075,0.0009077209667480549
0.9849999999999999,2.85,0.0006349969392241166,0.0009039641997871519
0.9849999999999999,3.0,0.0006432566543097133,0.0009001888984028369
1.0,0.0,0.0008223817120407038,0.0008223817120407036
1.0,0.15,0.0008223817120407038,0.0008223817120407036
1.0,0.3,0.0008223817120407038,0.0008223817120407036
1.0,0.44999999999999996,0.0008223817120407038,0.0008223817120407036
1.0,0.6,0.0008223817120407038,0.0008223817120407036
1.0,0.75,0.0008223817120407038,0.0008223817120407036
1.0,0.8999999999999999,0.0008223817120407038,0.0008223817120407036
1.0,1.05,0.0008223817120407038,0.0008223817120407036
1.0,1.2,0.0008223817120407038,0.0008223817120407036
1.0,1.3499999999999999,0.0008223817120407038,0.0008223817120407036
1.0,1.5,0.0008223817120407038,0.0008223817120407036
1.0,1.65,0.0008223817120407038,0.0008223817120407036
1.0,1.7999999999999998,0.0008223817120407038,0.0008223817120407036
1.0,1.95,0.0008223817120407038,0.0008223817120407036
1.0,2.1,0.0008223817120407038,0.0008223817120407036
1.0,2.25,0.0008223817120407038,0.0008223817120407036
1.0,2.4,0.0008223817120407038,0.0008223817120407036
1.0,2.55,0.0008223817120407038,0.0008223817120407036
1.0,2.6999999999999997,0.0008223817120407038,0.0008223817120407036
1.0,2.85,0.0008223817120407038,0.0008223817120407036
1.0,3.0,0.0008223817120407038,0.0008223817120407036
1.015,0.0,0.0013069289432348986,0.0006999244654885289
1.015,0.15,0.0012923918848151735,0.0007024205186361782
1.015,0.3,0.001277941136155982,0.0007049481388015549
1.015,0.44999999999999996,0.0012635690958567691,0.0007074982553916322
1.015,0.6,0.0012492822576450088,0.0007100871125162454
1.015,0.75,0.0012350818166011802,0.0007127000150130486
1.015,0.8999999999999999,0.0012209682308112271,0.0007153440914822994
1.015,1.05,0.0012069455996017839,0.0007180191860964455
1.015,1.2,0.0011930053434884074,0.0007207270161142532
1.015,1.3499999999999999,0.0011791595172266308,0.0007234639596222144
1.015,1.5,0.001165403832586787,0.000726239489881014
1.015,1.65,0.0011517393561352267,0.0007290449105224688
1.015,1.7999999999999998,0.0011381704224174625,0.0007318801094316251
1.015,1.95,0.0011246858048928848,0.0007347540793404269
1.015,2.1,0.0011113060813115634,0.0007376680401936045
1.015,2.25,0.0010980217036714772,0.0007406207259597807
1.015,2.4,0.001084822723969929,0.0007435938938476941
1.015,2.55,0.0010717252798832224,0.0007466123090461695
1.015,2.6999999999999997,0.0010587259700003402,0.0007496693288398607
1.015,2.85,0.0010458229038769452,0.0007527650798152308
1.015,3.0,0.0010330193032057563,0.0007558981741233285
1.0299999999999998,0.0,0.0018986735158078793,0.0006200777310326988
1.0299999999999998,0.15,0.0018652939168419965,0.0006234882927673262
1.0299999999999998,0.3,0.0018320722648039747,0.0006269751979658325
1.0299999999999998,0.44999999999999996,0.0017989709955829006,0.0006305296877046574
1.0299999999999998,0.6,0.001765969480129793,0.0006341473218202322
1.0299999999999998,0.75,0.0017330946181705247,0.0006378468047234726
1.0299999999999998,0.8999999999999999,0.0017003639351896242,0.0006416199192029148
1.0299999999999998,1.05,0.0016677759591758078,0.0006454745440691417
1.0299999999999998,1.2,0.0016353729247972988,0.0006494050621166351
1.0299999999999998,1.3499999999999999,0.0016031535327909292,0.0006534096081902154
1.0299999999999998,1.5,0.0015711415444262635,0.0006575111369292897
1.0299999999999998,1.65,0.0015393540208553974,0.0006616940607716672
1.0299999999999998,1.7999999999999998,0.0015077987518431015,0.00066597470283989
1.0299999999999998,1.95,0.001476490363278336,0.0006703470799984428
1.0299999999999998,2.1,0.001445447170716214,0.0006748129362834
1.0299999999999998,2.25,0.0014146825249330584,0.0006793807253762137
1.0299999999999998,2.4,0.0013842076318475683,0.0006840533992450581
1.0299999999999998,2.55,0.0013540364609823884,0.000688831075831885
1.0299999999999998,2.6999999999999997,0.0013241779803715732,0.0006937215210609354
1.0299999999999998,2.85,0.001294641791449038,0.0006987255184727031
1.0299999999999998,3.0,0.0012654435857716456,0.000703848255779605
1.045,0.0,0.0025420575377294555,0.0005643533736200266
1.045,0.15,0.0024874352711309754,0.0005680747482725996
1.045,0.3,0.002433112864106633,0.0005718925651542833
1.045,0.44999999999999996,0.0023791035298226914,0.0005758136774793803
1.045,0.6,0.0023253818615235804,0.0005798258643627542
1.045,0.75,0.0022720015117167684,0.0005839493760851251
1.045,0.8999999999999999,0.002218911315911665,0.0005881872993621147
1.045,1.05,0.0021661562557305837,0.0005925413635730279
1.045,1.2,0.0021137104063618157,0.0005970124058979687
1.045,1.3499999999999999,0.002061600038641249,0.0006016126645328094
1.045,1.5,0.0020098288218482613,0.0006063393488666915
1.045,1.65,0.001958396752289263,0.0006112061467035485
1.045,1.7999999999999998,0.0019073229611036725,0.0006162142109728719
1.045,1.95,0.0018566104110297578,0.0006213760682686846
1.045,2.1,0.0018062557326342875,0.0006266871506675015
1.045,2.25,0.0017562498883981301,0.0006321606400127429
1.045,2.4,0.0017065143391993764,0.0006378075988602963
1.045,2.55,0.0016571320551407257,0.0006436351478441653
1.045,2.6999999999999997,0.0016081465602091906,0.0006496518571497962
1.045,2.85,0.0015596262451355331,0.0006558574378903779
1.045,3.0,0.0015116195717229672,0.0006622746087500902
1.0599999999999998,0.0,0.0032284530456914754,0.000523284694005301
1.0599999999999998,0.15,0.0031499941218524636,0.0005270720744635369
1.0599999999999998,0.3,0.0030720338281123613,0.0005309663747598952
1.0599999999999998,0.44999999999999996,0.0029945936615349725,0.0005349762293023676
1.0599999999999998,0.6,0.002917666310877148,0.0005391088097142048
1.0599999999999998,0.75,0.002841264063906062,0.0005433702876759926
1.0599999999999998,0.8999999999999999,0.0027654027189648487,0.000547768903415465
1.0599999999999998,1.05,0.002690057911832365,0.0005523103739009556
1.0599999999999998,1.2,0.002615220389938036,0.0005569988901596392
1.0599999999999998,1.3499999999999999,0.0025409837116151307,0.0005618505894161759
1.0599999999999998,1.5,0.002467263057499316,0.0005668657366626591
1.0599999999999998,1.65,0.0023941225000459945,0.0005720548950586719
1.0599999999999998,1.7999999999999998,0.002321512758646777,0.000577429590826797
1.0599999999999998,1.95,0.0022495067349137276,0.0005829971349364592
1.0599999999999998,2.1,0.0021780614232550346,0.0005887672121362106
1.0599999999999998,2.25,0.0021072205080317078,0.0005947605498319442
1.0599999999999998,2.4,0.0020369753187630705,0.0006009774777762946
1.0599999999999998,2.55,0.0019673613615381618,0.0006074401612519464
1.0599999999999998,2.6999999999999997,0.0018983819736589184,0.0006141628637037672
1.0599999999999998,2.85,0.0018300778119521965,0.0006211544878120068
1.0599999999999998,3.0,0.0017624641392526138,0.0006284392542627972
1.075,0.0,0.0039544784570563814,0.0004917719929808716
1.075,0.15,0.0038495745484002884,0.0004954939789241342
1.075,0.3,0.003745451594317877,0.0004993449563047021
1.075,0.44999999999999996,0.0036420884909641295,0.0005033232667626849
1.075,0.6,0.00353949014874175,0.0005074474295058154
1.075,0.75,0.003437697346205203,0.0005117096369582524
1.075,0.8999999999999999,0.0033367194659249646,0.0005161242957234019
1.075,1.05,0.003236525206159887,0.000520703779149654
1.075,1.2,0.003137148368740009,0.0005254549367723218
1.075,1.3499999999999999,0.0030386115526955,0.000530385544769087
1.075,1.5,0.002940893959074871,0.0005355110764133905
1.075,1.65,0.0028440175604087783,0.0005408347011258059
1.075,1.7999999999999998,0.002747980641158417,0.0005463765008049866
1.075,1.95,0.0026528116289122106,0.0005521483699833984
1.075,2.1,0.002558526643574015,0.0005581662825631737
1.075,2.25,0.0024651137174027454,0.0005644458876995733
1.075,2.4,0.0023725884228243156,0.0005710038303625511
1.075,2.55,0.0022809817319070194,0.000577861061818127
1.075,2.6999999999999997,0.0021903038527839266,0.0005850346749779597
1.075,2.85,0.002100582436095343,0.0005925546509068154
1.075,3.0,0.0020118419977806063,0.0006004437944026568
1.0899999999999999,0.0,0.004717734705444224,0.0004667578258559575
1.0899999999999999,0.15,0.004583861066343896,0.0004703894370641374
1.0899999999999999,0.3,0.004451049834414765,0.0004741518314002478
1.0899999999999999,0.44999999999999996,0.004319365678265912,0.0004780498347828963
1.0899999999999999,0.6,0.004188760148594014,0.00048209244439016745
1.0899999999999999,0.75,0.004059252389547137,0.0004862982940379858
1.0899999999999999,0.8999999999999999,0.003930844547437556,0.0004906603145109772
1.0899999999999999,1.05,0.003803596435299714,0.0004951998721413538
1.0899999999999999,1.2,0.0036774833968805237,0.0004999326402019147
1.0899999999999999,1.3499999999999999,0.003552533650743194,0.0005048578932875937
1.0899999999999999,1.5,0.003428738483169812,0.0005099889451348848
1.0899999999999999,1.65,0.0033061417874735597,0.0005153550506080892
1.0899999999999999,1.7999999999999998,0.0031847485112981256,0.0005209616148021702
1.0899999999999999,1.95,0.0030645545111847787,0.0005268201937931543
1.0899999999999999,2.1,0.0029456140868591983,0.0005329613526450957
1.0899999999999999,2.25,0.002827892910953169,0.0005393969974936818
1.0899999999999999,2.4,0.002711436773974695,0.0005461532862794288
1.0899999999999999,2.55,0.0025962727108359254,0.0005532581996027696
1.0899999999999999,2.6999999999999997,0.002482408610627321,0.0005607391733973242
1.0899999999999999,2.85,0.0023698721113240514,0.000568621971039888
1.0899999999999999,3.0,0.002258698594720625,0.0005769462108493842
1.105,0.0,0.005515754805132995,0.000446413642979162
1.105,0.15,0.005350581288471291,0.0004499243214824659
1.105,0.3,0.0051868029165127,0.00045358140763278944
1.105,0.44999999999999996,0.005024382882150443,0.00045737094075495524
1.105,0.6,0.004863509913674669,0.0004613230743075423
1.105,0.75,0.0047040108446326405,0.0004654323372965375
1.105,0.8999999999999999,0.0045460227704738395,0.0004697148558270126
1.105,1.05,0.004389522340066727,0.00047418041201121187
1.105,1.2,0.0042345747255688225,0.0004788463706900561
1.105,1.3499999999999999,0.004081117319192555,0.0004837213524008955
1.105,1.5,0.00392926108456969,0.0004888176651270064
1.105,1.65,0.0037789988726718237,0.0004941625875134834
1.105,1.7999999999999998,0.0036303070085551407,0.0004997679640153961
1.105,1.95,0.0034832709981625592,0.0005056523750812146
1.105,2.1,0.0033378771282527777,0.0005118430401370919
1.105,2.25,0.0031941563616482223,0.0005183611122575657
1.105,2.4,0.0030521608228130485,0.0005252352501248954
1.105,2.55,0.0029118644030386963,0.0005325107575510811
1.105,2.6999999999999997,0.0027733406099096866,0.0005401796093288424
1.105,2.85,0.0026365826794692627,0.0005483235604100082
1.105,3.0,0.0025016415061713862,0.0005569744166411212
1.1199999999999999,0.0,0.006346259028353612,0.0004295119052163335
1.1199999999999999,0.15,0.006147522834423811,0.00043290919165690913
1.1199999999999999,0.3,0.005950455150387623,0.0004364440549743563
1.1199999999999999,0.44999999999999996,0.005755319315480259,0.00044012917916556166
1.1199999999999999,0.6,0.005561876789046689,0.00044397077081289655
1.1199999999999999,0.75,0.005370321788826152,0.000447975632356553
1.1199999999999999,0.8999999999999999,0.005180570198925273,0.00045216064459556346
1.1199999999999999,1.05,0.004992743502374927,0.00045653560674051546
1.1199999999999999,1.2,0.004806890456803663,0.0004611192156896797
1.1199999999999999,1.3499999999999999,0.00462300854996389,0.0004659190377298997
1.1199999999999999,1.5,0.004441100105555978,0.0004709580437567309
1.1199999999999999,1.65,0.0042612289163303455,0.0004762528869870531
1.1199999999999999,1.7999999999999998,0.00408343000814886,0.000481823338072791
1.1199999999999999,1.95,0.003907746541597102,0.0004876928902998595
1.1199999999999999,2.1,0.0037341510401926485,0.0004938901952307427
1.1199999999999999,2.25,0.003562758939288944,0.0005004449799400268
1.1199999999999999,2.4,0.0033935534713312784,0.0005073831312051578
1.1199999999999999,2.55,0.003226632573702051,0.0005147456728215289
1.1199999999999999,2.6999999999999997,0.003061959766033031,0.000522575610391228
1.1199999999999999,2.85,0.0028996265211668234,0.0005309139647764793
1.1199999999999999,3.0,0.0027396205444327605,0.0005398219132951029
1.1349999999999998,0.0,0.007206956265784929,0.0004152356606298762
1.1349999999999998,0.15,0.006972553125846989,0.0004185201554102406
1.1349999999999998,0.3,0.006740284068449212,0.0004219435388555009
1.1349999999999998,0.44999999999999996,0.00651011463682312,0.0004255142477219214
1.1349999999999998,0.6,0.006282039843001207,0.00042924155935589767
1.1349999999999998,0.75,0.0060563956518515805,0.0004331445058611426
1.1349999999999998,0.8999999999999999,0.005832939298159548,0.00043722699290549413
1.1349999999999998,1.05,0.005611821187333191,0.00044150535162853247
1.1349999999999998,1.2,0.005393095553076707,0.0004459915774124937
1.1349999999999998,1.3499999999999999,0.005176800535648901,0.000450712628202899
1.1349999999999998,1.5,0.004962929881304392,0.00045567633678816926
1.1349999999999998,1.65,0.004751660849937649,0.0004609053861138927
1.1349999999999998,1.7999999999999998,0.004542926376391577,0.0004664270099446764
1.1349999999999998,1.95,0.004336821455659692,0.00047226426666020224
1.1349999999999998,2.1,0.004133386802927443,0.0004784431574842106
1.1349999999999998,2.25,0.003932666815506146,0.00048499889216320534
1.1349999999999998,2.4,0.0037346990159236263,0.0004919745458691439
1.1349999999999998,2.55,0.003539597501589849,0.0004994072494042074
1.1349999999999998,2.6999999999999997,0.003347369276104365,0.0005073381136320907
1.1349999999999998,2.85,0.0031580860486154763,0.0005158319536559451
1.1349999999999998,3.0,0.002971756371768762,0.0005249531036497311
1.15,0.0,0.008095814878509746,0.0004030002858463518
1.15,0.15,0.007823632451051929,0.0004061741249928471
1.15,0.3,0.0075540640184603896,0.0004094903392643403
1.15,0.44999999999999996,0.007287015063759474,0.0004129557783913754
1.15,0.6,0.00702242248546826,0.0004165795927246275
1.15,0.75,0.006760646423045805,0.0004203723157343626
1.15,0.8999999999999999,0.006501446431510072,0.00042435578792834503
1.15,1.05,0.006245075915697571,0.0004285355448065752
1.15,1.2,0.005991630129908844,0.0004329319293982977
1.15,1.3499999999999999,0.005741132866700804,0.00043756610382998857
1.15,1.5,0.005493557353016217,0.00044243997644120094
1.15,1.65,0.0052490474008624055,0.0004476073382606064
1.15,1.7999999999999998,0.005007653349909759,0.0004530695129354377
1.15,1.95,0.0047694521052633115,0.000458855990780938
1.15,2.1,0.004534479586907234,0.00046501105184831897
1.15,2.25,0.004302890157104519,0.0004715598933952943
1.15,2.4,0.004074679567360078,0.00047854823370186095
1.15,2.55,0.00384992942422798,0.00048602132787316433
1.15,2.6999999999999997,0.0036287555984610767,0.0004940398843219973
1.15,2.85,0.003411166757052031,0.0005026620161918304
1.15,3.0,0.003197308083314229,0.000511975460136299
