time,Eh,El,param_name,param_value,R0_low,R0_high,R0_target,kappa_high,kappa_low
333.91483516483515,1.3084348685807018e-06,2.712447341703321e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
334.9175824175824,1.2889552178685393e-06,2.6596326110909277e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
335.9203296703297,1.2697683283074274e-06,2.607858304636393e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
336.9230769230769,1.2508698203069285e-06,2.557103861186283e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
337.9258241758242,1.232255375100392e-06,2.5073490561997483e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
338.92857142857144,1.213920734744962e-06,2.458574001748542e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
339.93131868131866,1.1958617021215721e-06,2.410759146517009e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
340.9340659340659,1.1780733065920832e-06,2.3638849672360324e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
341.9368131868132,1.1605508116434256e-06,2.3179323413413197e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
342.9395604395604,1.1432909276211862e-06,2.2728829954801548e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
343.9423076923077,1.1262895872345014e-06,2.2287186828236233e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
344.94505494505495,1.1095427773515295e-06,2.1854214906905715e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
345.9478021978022,1.0930465389994447e-06,2.1429738405475946e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
346.95054945054943,1.0767969673644407e-06,2.101358488009042e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
347.9532967032967,1.060790211791726e-06,2.0605585228370087e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
348.95604395604397,1.0450224757855293e-06,2.0205573689413482e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
349.9587912087912,1.029490017009098e-06,1.9813387843796664e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
350.96153846153845,1.0141900115106372e-06,1.9428851828698927e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
351.9642857142857,9.991195816632902e-07,1.9051795217115436e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
352.967032967033,9.84274096759274e-07,1.8682086023477866e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
353.9697802197802,9.69650089235016e-07,1.831957406514162e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
354.9725274725275,9.552441480658626e-07,1.7964112454717432e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
355.97527472527474,9.410529187660834e-07,1.7615557600071445e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
356.97802197802196,9.270731033888701e-07,1.7273769204325187e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
357.9807692307692,9.133014605263332e-07,1.6938610265855489e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
